Date,Comments,Topic,Sentiment
3/19/2025,আমাদের নাজিরা বাজারের খাবার পুরান ঢাকার বিখ্যাত ফাহিম ভাই কেমন লাগলো খাবার,food,neutral
3/31/2025,হাজি মজা লাগে না একটুও,food,negative
3/22/2025,আসল নাম হাজী বিরিয়ানি  আপনি বললেন যে হাজীর বিরিয়ানি ফালতু রিভিউয়ার,food,negative
3/22/2025,হাজী বিরানী এটা আসলে কোন বিরানী নয়। এটা তেহারী। তেহারী হলেও স্বাদে ভালো। কিন্তু কেউ এটা নিয়ে কথা বলেনা।,food,positive
4/13/2025,আমার জন্ম পুরান টাউনে।আমি নানীর কাছে শিখেছি রান্না আলহামদুলিল্লাহ। আমি কৃতজ্ঞ পুরান টাউনের।,others,positive
4/9/2025,ভাই একদিন দয়াগঞ্জ যান,others,neutral
3/22/2025,একমাত্র হাজীর বিরানী বললে ভুল হবে নাজিরাবাজারেরটা প্রথম। হাজীর অথেনটিক দ্বিতীয় শাখা হলো বসুন্ধরা রেসিডেনশিয়াল গেটে যমুনা ফিউচার পার্কের উল্টাপাশে। এই দুইটার বাইরে আর কোন অথেনটিক হাজী নাই দেশে।,food,neutral
5/4/2025,সাথে পিয়াঁজ থাকলে ভাল হত,food,neutral
3/20/2025,অসাধারণ হইছে আজকের ভিডিওটা,others,positive
3/19/2025,আসলেই আমাদের দেশের খাবারের স্বাদ ই আলাদা,food,positive
3/23/2025,ভাই একদিন চক বাজারের টিনের মার্কেটের শাহ সাব বিরানি খায়া দেইখেন দারুন তবে সেটা সকাল ছাড়া পাওয়া যায় নাদুপুর ১২ টার আগেই শেষচক বাজার শাহী মসজিদ ১ নং গেটের উলটা দিকের গলি,food,neutral
3/20/2025,হানিফ কিছুদিন আগে খেয়ে আসলামহাইপ ছাড়া কিছুই না,food,negative
3/19/2025,আমি ফরিদ পুর  থেকে দেখছি,others,neutral
3/19/2025,ভুয়া খাবার সব।বোখারির চাপ তো আরো ফালতু। টেস্টলেস।,food,negative
3/27/2025,তরকারি ছাড়া এগুলো কিভাবে খায়আমাদের সিলেটে আখনি প্রায় একি রকম।এরকম শুকনা আমারা খেতে পারিনাআর এই বিরিয়ানির দোকানে খেয়ছি নামে আর মজায় মিল পাইনাই।সিলেটের আখনি সিন্নি খেলে সব বিরিয়ানি ফেল করবে আপনাদের মূখে,food,negative
3/20/2025,যে যত যাই বলেন ভাই হাজারি বাগ এর মারুফ বিরীয়ানির মত বিরিয়ানি বাংলাদেশ এ নাই,food,positive
3/19/2025,ভাই বরিশালের খাবারের রিভিউ দিয়েন তো একদিন বাংলাদেশের মধ্যে বরিশাল বিভাগের রান্না যে এত বাজে আগে জানতাম না,food,negative
3/21/2025,মামুনের বিরিয়ানি তো দেখালেন না   ওটাও ভালো  হাজির বিরিয়ানি থেকে   মামুনের বিরিয়ানি তো দেখালেন না   ওটাও ভালো  হাজির বিরিয়ানি থেকে,food,positive
3/19/2025,ভাই বাংলাদেশে এর উপর বিরিয়ানি হয় না।,food,positive
4/6/2025,এর থেকে খারাপ খাবার আর এর থেকে খারাপ ভিডিও কোনোদিন দেখিনি..... সব থেকে ফালতু ভিডিও.... নিজে খাচ্ছেন খান অন্য কে এই ফালতু স্বাদ খাবার খাওয়া দরকার নাই.... দরকার হলে ভালো ভিডিও দেন কিন্তু এসব খারাপ খাবার ভিডিও দিবেন না,food,negative
